Area_Name,Major_Text,Crime_Count
Camden,Fraud and Forgery,4
Camden,Fraud and Forgery,4
Camden,Fraud and Forgery,4
Camden,Fraud and Forgery,4
Camden,Fraud and Forgery,4
Camden,Fraud and Forgery,7
Camden,Other Notifiable,0
Camden,Other Notifiable,3
Camden,Other Notifiable,1
Camden,Other Notifiable,0
Camden,Other Notifiable,1
Camden,Other Notifiable,5
Camden,Other Notifiable,0
Camden,Other Notifiable,4
Camden,Other Notifiable,2
Camden,Other Notifiable,2
Camden,Other Notifiable,0
Camden,Other Notifiable,0
Camden,Other Notifiable,1
Camden,Other Notifiable,33
Camden,Other Notifiable,27
Camden,Other Notifiable,48
Camden,Other Notifiable,36
Camden,Other Notifiable,44
Camden,Other Notifiable,39
Camden,Other Notifiable,46
Camden,Other Notifiable,53
Camden,Other Notifiable,51
Camden,Other Notifiable,42
Camden,Other Notifiable,53
Camden,Other Notifiable,45
Camden,Other Notifiable,33
Camden,Robbery,4
Camden,Robbery,7
Camden,Robbery,6
Camden,Robbery,4
Camden,Robbery,4
Camden,Robbery,3
Camden,Robbery,7
Camden,Robbery,7
Camden,Robbery,6
Camden,Robbery,6
Camden,Robbery,3
Camden,Robbery,4
Camden,Robbery,8
Camden,Robbery,66
Camden,Robbery,79
Camden,Robbery,61
Camden,Robbery,69
Camden,Robbery,58
Camden,Robbery,63
Camden,Robbery,66
Camden,Robbery,61
Camden,Robbery,70
Camden,Robbery,71
Camden,Robbery,74
Camden,Robbery,73
Camden,Robbery,104
Camden,Sexual Offences,30
Camden,Sexual Offences,41
Camden,Sexual Offences,36
Camden,Sexual Offences,35
Camden,Sexual Offences,36
Camden,Sexual Offences,32
Camden,Sexual Offences,28
Camden,Sexual Offences,37
Camden,Sexual Offences,27
Camden,Sexual Offences,36
Camden,Sexual Offences,22
Camden,Sexual Offences,30
Camden,Sexual Offences,31
Camden,Sexual Offences,13
Camden,Sexual Offences,16
Camden,Sexual Offences,19
Camden,Sexual Offences,20
Camden,Sexual Offences,20
Camden,Sexual Offences,20
Camden,Sexual Offences,11
Camden,Sexual Offences,25
Camden,Sexual Offences,22
Camden,Sexual Offences,16
Camden,Sexual Offences,14
Camden,Sexual Offences,22
Camden,Sexual Offences,25
Camden,Theft and Handling,5
Camden,Theft and Handling,4
Camden,Theft and Handling,18
Camden,Theft and Handling,5
Camden,Theft and Handling,2
Camden,Theft and Handling,7
Camden,Theft and Handling,5
Camden,Theft and Handling,3
Camden,Theft and Handling,6
Camden,Theft and Handling,1
Camden,Theft and Handling,4
Camden,Theft and Handling,1
Camden,Theft and Handling,4
Camden,Theft and Handling,31
Camden,Theft and Handling,29
Camden,Theft and Handling,27
Camden,Theft and Handling,25
Camden,Theft and Handling,31
Camden,Theft and Handling,41
Camden,Theft and Handling,28
Camden,Theft and Handling,36
Camden,Theft and Handling,29
Camden,Theft and Handling,36
Camden,Theft and Handling,54
Camden,Theft and Handling,31
Camden,Theft and Handling,16
Camden,Theft and Handling,547
Camden,Theft and Handling,440
Camden,Theft and Handling,476
Camden,Theft and Handling,497
Camden,Theft and Handling,466
Camden,Theft and Handling,514
Camden,Theft and Handling,415
Camden,Theft and Handling,451
Camden,Theft and Handling,514
Camden,Theft and Handling,466
Camden,Theft and Handling,512
Camden,Theft and Handling,502
Camden,Theft and Handling,523
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,236
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,225
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,197
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,223
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,150
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,143
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,242
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,256
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,247
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,256
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,204
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,324
Camden,Theft and Handling,0
Camden,Theft and Handling,0
Camden,Theft and Handling,367
Camden,Theft and Handling,54
Camden,Theft and Handling,62
Camden,Theft and Handling,60
Camden,Theft and Handling,52
Camden,Theft and Handling,71
Camden,Theft and Handling,76
Camden,Theft and Handling,86
Camden,Theft and Handling,82
Camden,Theft and Handling,80
Camden,Theft and Handling,72
Camden,Theft and Handling,85
Camden,Theft and Handling,64
Camden,Theft and Handling,66
Camden,Theft and Handling,56
Camden,Theft and Handling,69
Camden,Theft and Handling,79
Camden,Theft and Handling,63
Camden,Theft and Handling,87
Camden,Theft and Handling,84
Camden,Theft and Handling,96
Camden,Theft and Handling,82
Camden,Theft and Handling,84
Camden,Theft and Handling,152
Camden,Theft and Handling,127
Camden,Theft and Handling,93
Camden,Theft and Handling,65
Camden,Theft and Handling,133
Camden,Theft and Handling,115
Camden,Theft and Handling,136
Camden,Theft and Handling,122
Camden,Theft and Handling,142
Camden,Theft and Handling,159
Camden,Theft and Handling,134
Camden,Theft and Handling,135
Camden,Theft and Handling,133
Camden,Theft and Handling,107
Camden,Theft and Handling,154
Camden,Theft and Handling,131
Camden,Theft and Handling,135
Camden,Theft and Handling,115
Camden,Theft and Handling,122
Camden,Theft and Handling,153
Camden,Theft and Handling,125
Camden,Theft and Handling,154
Camden,Theft and Handling,158
Camden,Theft and Handling,119
Camden,Theft and Handling,154
Camden,Theft and Handling,134
Camden,Theft and Handling,142
Camden,Theft and Handling,132
Camden,Theft and Handling,147
Camden,Theft and Handling,144
Camden,Violence Against the Person,130
Camden,Violence Against the Person,113
Camden,Violence Against the Person,110
Camden,Violence Against the Person,126
Camden,Violence Against the Person,131
Camden,Violence Against the Person,164
Camden,Violence Against the Person,131
Camden,Violence Against the Person,139
Camden,Violence Against the Person,142
Camden,Violence Against the Person,150
Camden,Violence Against the Person,132
Camden,Violence Against the Person,124
Camden,Violence Against the Person,137
Camden,Violence Against the Person,181
Camden,Violence Against the Person,191
Camden,Violence Against the Person,188
Camden,Violence Against the Person,189
Camden,Violence Against the Person,193
Camden,Violence Against the Person,229
Camden,Violence Against the Person,201
Camden,Violence Against the Person,191
Camden,Violence Against the Person,175
Camden,Violence Against the Person,189
Camden,Violence Against the Person,203
Camden,Violence Against the Person,177
Camden,Violence Against the Person,199
Camden,Violence Against the Person,249
Camden,Violence Against the Person,190
Camden,Violence Against the Person,208
Camden,Violence Against the Person,212
Camden,Violence Against the Person,188
Camden,Violence Against the Person,205
Camden,Violence Against the Person,233
Camden,Violence Against the Person,297
Camden,Violence Against the Person,227
Camden,Violence Against the Person,229
Camden,Violence Against the Person,217
Camden,Violence Against the Person,210
Camden,Violence Against the Person,215
Camden,Violence Against the Person,0
Camden,Violence Against the Person,0
Camden,Violence Against the Person,1
Camden,Violence Against the Person,1
Camden,Violence Against the Person,0
Camden,Violence Against the Person,2
Camden,Violence Against the Person,0
Camden,Violence Against the Person,0
Camden,Violence Against the Person,2
Camden,Violence Against the Person,0
Camden,Violence Against the Person,0
Camden,Violence Against the Person,0
Camden,Violence Against the Person,1
Camden,Violence Against the Person,8
Camden,Violence Against the Person,13
Camden,Violence Against the Person,13
Camden,Violence Against the Person,10
Camden,Violence Against the Person,9
Camden,Violence Against the Person,9
Camden,Violence Against the Person,14
Camden,Violence Against the Person,16
Camden,Violence Against the Person,14
Camden,Violence Against the Person,14
Camden,Violence Against the Person,11
Camden,Violence Against the Person,9
Camden,Violence Against the Person,9
Camden,Violence Against the Person,22
Camden,Violence Against the Person,27
Camden,Violence Against the Person,26
Camden,Violence Against the Person,21
Camden,Violence Against the Person,19
Camden,Violence Against the Person,15
Camden,Violence Against the Person,15
Camden,Violence Against the Person,29
Camden,Violence Against the Person,29
Camden,Violence Against the Person,17
Camden,Violence Against the Person,23
Camden,Violence Against the Person,9
Camden,Violence Against the Person,34
Camden,Violence Against the Person,65
Camden,Violence Against the Person,62
Camden,Violence Against the Person,53
Camden,Violence Against the Person,61
Camden,Violence Against the Person,56
Camden,Violence Against the Person,56
Camden,Violence Against the Person,58
Camden,Violence Against the Person,69
Camden,Violence Against the Person,64
Camden,Violence Against the Person,51
Camden,Violence Against the Person,52
Camden,Violence Against the Person,65
Camden,Violence Against the Person,78
Croydon,Burglary,68
Croydon,Burglary,79
Croydon,Burglary,65
Croydon,Burglary,80
Croydon,Burglary,88
Croydon,Burglary,79
Croydon,Burglary,71
Croydon,Burglary,75
Croydon,Burglary,84
Croydon,Burglary,69
Croydon,Burglary,74
Croydon,Burglary,66
Croydon,Burglary,69
Croydon,Burglary,164
Croydon,Burglary,181
Croydon,Burglary,161
Croydon,Burglary,136
Croydon,Burglary,152
Croydon,Burglary,162
Croydon,Burglary,148
Croydon,Burglary,155
Croydon,Burglary,155
Croydon,Burglary,157
Croydon,Burglary,131
Croydon,Burglary,138
Croydon,Burglary,177
Croydon,Criminal Damage,56
Croydon,Criminal Damage,51
Croydon,Criminal Damage,56
Croydon,Criminal Damage,56
Croydon,Criminal Damage,66
Croydon,Criminal Damage,70
Croydon,Criminal Damage,65
Croydon,Criminal Damage,83
Croydon,Criminal Damage,53
Croydon,Criminal Damage,56
Croydon,Criminal Damage,63
Croydon,Criminal Damage,56
Croydon,Criminal Damage,76
Croydon,Criminal Damage,97
Croydon,Criminal Damage,92
Croydon,Criminal Damage,107
Croydon,Criminal Damage,89
Croydon,Criminal Damage,117
Croydon,Criminal Damage,110
Croydon,Criminal Damage,121
Croydon,Criminal Damage,102
Croydon,Criminal Damage,123
Croydon,Criminal Damage,115
Croydon,Criminal Damage,132
Croydon,Criminal Damage,96
Croydon,Criminal Damage,120
Croydon,Criminal Damage,30
Croydon,Criminal Damage,28
Croydon,Criminal Damage,30
Croydon,Criminal Damage,19
Croydon,Criminal Damage,28
Croydon,Criminal Damage,39
Croydon,Criminal Damage,34
Croydon,Criminal Damage,33
Croydon,Criminal Damage,23
Croydon,Criminal Damage,28
Croydon,Criminal Damage,25
Croydon,Criminal Damage,28
Croydon,Criminal Damage,21
Croydon,Criminal Damage,6
Croydon,Criminal Damage,62
Croydon,Criminal Damage,5
Croydon,Criminal Damage,52
Croydon,Criminal Damage,6
Croydon,Criminal Damage,59
Croydon,Criminal Damage,7
Croydon,Criminal Damage,65
Croydon,Criminal Damage,8
Croydon,Criminal Damage,58
Croydon,Criminal Damage,10
Croydon,Criminal Damage,61
Croydon,Criminal Damage,5
Croydon,Criminal Damage,62
Croydon,Criminal Damage,15
Croydon,Criminal Damage,68
Croydon,Criminal Damage,9
Croydon,Criminal Damage,90
Croydon,Criminal Damage,5
Croydon,Criminal Damage,74
Croydon,Criminal Damage,11
Croydon,Criminal Damage,63
Croydon,Criminal Damage,10
Croydon,Criminal Damage,57
Croydon,Criminal Damage,7
Croydon,Criminal Damage,41
Croydon,Drugs,12
Croydon,Drugs,11
Croydon,Drugs,4
Croydon,Drugs,6
Croydon,Drugs,15
Croydon,Drugs,9
Croydon,Drugs,8
Croydon,Drugs,9
Croydon,Drugs,10
Croydon,Drugs,11
Croydon,Drugs,9
Croydon,Drugs,7
Croydon,Drugs,14
Croydon,Drugs,1
Croydon,Drugs,1
Croydon,Drugs,1
Croydon,Drugs,1
Croydon,Drugs,0
Croydon,Drugs,1
Croydon,Drugs,1
Croydon,Drugs,0
Croydon,Drugs,0
Croydon,Drugs,0
Croydon,Drugs,1
Croydon,Drugs,1
Croydon,Drugs,0
Croydon,Drugs,81
Croydon,Drugs,91
Croydon,Drugs,109
Croydon,Drugs,103
Croydon,Drugs,121
Croydon,Drugs,99
Croydon,Drugs,79
Croydon,Drugs,109
Croydon,Drugs,93
Croydon,Drugs,93
Croydon,Drugs,112
Croydon,Drugs,135
Croydon,Drugs,152
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,0
Croydon,Fraud and Forgery,1
Croydon,Fraud and Forgery,4
Croydon,Fraud and Forgery,8
Croydon,Fraud and Forgery,3
Croydon,Fraud and Forgery,3
Croydon,Fraud and Forgery,2
Croydon,Fraud and Forgery,2
Croydon,Fraud and Forgery,1
Croydon,Fraud and Forgery,5
Croydon,Fraud and Forgery,5
Croydon,Fraud and Forgery,3
Croydon,Fraud and Forgery,2
Croydon,Fraud and Forgery,3
Croydon,Other Notifiable,1
Croydon,Other Notifiable,0
Croydon,Other Notifiable,1
Croydon,Other Notifiable,2
Croydon,Other Notifiable,2
Croydon,Other Notifiable,4
Croydon,Other Notifiable,4
Croydon,Other Notifiable,1
Croydon,Other Notifiable,2
Croydon,Other Notifiable,1
Croydon,Other Notifiable,0
Croydon,Other Notifiable,2
Croydon,Other Notifiable,2
Croydon,Other Notifiable,58
Croydon,Other Notifiable,69
Croydon,Other Notifiable,57
Croydon,Other Notifiable,64
Croydon,Other Notifiable,64
Croydon,Other Notifiable,60
Croydon,Other Notifiable,69
Croydon,Other Notifiable,57
Croydon,Other Notifiable,69
Croydon,Other Notifiable,79
Croydon,Other Notifiable,62
Croydon,Other Notifiable,63
Croydon,Other Notifiable,60
Croydon,Robbery,8
Croydon,Robbery,6
Croydon,Robbery,7
Croydon,Robbery,7
Croydon,Robbery,4
Croydon,Robbery,15
Croydon,Robbery,5
Croydon,Robbery,6
Croydon,Robbery,3
Croydon,Robbery,7
Croydon,Robbery,9
Croydon,Robbery,6
Croydon,Robbery,6
Croydon,Robbery,72
Croydon,Robbery,57
Croydon,Robbery,62
Croydon,Robbery,62
Croydon,Robbery,46
Croydon,Robbery,73
Croydon,Robbery,99
Croydon,Robbery,136
Croydon,Robbery,160
Croydon,Robbery,139
Croydon,Robbery,91
Croydon,Robbery,89
Croydon,Robbery,68
Croydon,Sexual Offences,36
Croydon,Sexual Offences,27
Croydon,Sexual Offences,44
Croydon,Sexual Offences,46
Croydon,Sexual Offences,47
Croydon,Sexual Offences,36
Croydon,Sexual Offences,47
Croydon,Sexual Offences,52
Croydon,Sexual Offences,38
Croydon,Sexual Offences,47
Croydon,Sexual Offences,42
Croydon,Sexual Offences,34
Croydon,Sexual Offences,35
Croydon,Sexual Offences,29
Croydon,Sexual Offences,27
Croydon,Sexual Offences,22
Croydon,Sexual Offences,28
Croydon,Sexual Offences,28
Croydon,Sexual Offences,36
Croydon,Sexual Offences,23
Croydon,Sexual Offences,41
Croydon,Sexual Offences,28
Croydon,Sexual Offences,33
Croydon,Sexual Offences,25
Croydon,Sexual Offences,22
Croydon,Sexual Offences,32
Croydon,Theft and Handling,1
Croydon,Theft and Handling,3
Croydon,Theft and Handling,5
Croydon,Theft and Handling,3
Croydon,Theft and Handling,2
Croydon,Theft and Handling,7
Croydon,Theft and Handling,7
Croydon,Theft and Handling,4
Croydon,Theft and Handling,2
Croydon,Theft and Handling,4
Croydon,Theft and Handling,5
Croydon,Theft and Handling,4
Croydon,Theft and Handling,8
Croydon,Theft and Handling,29
Croydon,Theft and Handling,34
Croydon,Theft and Handling,22
Croydon,Theft and Handling,40
Croydon,Theft and Handling,40
Croydon,Theft and Handling,32
Croydon,Theft and Handling,29
Croydon,Theft and Handling,28
Croydon,Theft and Handling,34
Croydon,Theft and Handling,29
Croydon,Theft and Handling,40
Croydon,Theft and Handling,33
Croydon,Theft and Handling,27
Croydon,Theft and Handling,304
Croydon,Theft and Handling,244
Croydon,Theft and Handling,264
Croydon,Theft and Handling,247
Croydon,Theft and Handling,266
Croydon,Theft and Handling,301
Croydon,Theft and Handling,275
Croydon,Theft and Handling,324
Croydon,Theft and Handling,272
Croydon,Theft and Handling,308
Croydon,Theft and Handling,267
Croydon,Theft and Handling,271
Croydon,Theft and Handling,300
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,49
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,59
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,37
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,49
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,52
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,60
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,53
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,56
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,55
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,37
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,40
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,49
Croydon,Theft and Handling,0
Croydon,Theft and Handling,0
Croydon,Theft and Handling,66
Croydon,Theft and Handling,68
Croydon,Theft and Handling,105
Croydon,Theft and Handling,81
Croydon,Theft and Handling,62
Croydon,Theft and Handling,71
Croydon,Theft and Handling,116
Croydon,Theft and Handling,112
Croydon,Theft and Handling,113
Croydon,Theft and Handling,90
Croydon,Theft and Handling,95
Croydon,Theft and Handling,94
Croydon,Theft and Handling,85
Croydon,Theft and Handling,72
Croydon,Theft and Handling,10
Croydon,Theft and Handling,13
Croydon,Theft and Handling,14
Croydon,Theft and Handling,17
Croydon,Theft and Handling,21
Croydon,Theft and Handling,33
Croydon,Theft and Handling,20
Croydon,Theft and Handling,27
Croydon,Theft and Handling,29
Croydon,Theft and Handling,27
Croydon,Theft and Handling,36
Croydon,Theft and Handling,19
Croydon,Theft and Handling,17
Croydon,Theft and Handling,130
Croydon,Theft and Handling,143
Croydon,Theft and Handling,123
Croydon,Theft and Handling,167
Croydon,Theft and Handling,185
Croydon,Theft and Handling,165
Croydon,Theft and Handling,166
Croydon,Theft and Handling,157
Croydon,Theft and Handling,146
Croydon,Theft and Handling,146
Croydon,Theft and Handling,150
Croydon,Theft and Handling,149
Croydon,Theft and Handling,151
Croydon,Theft and Handling,137
Croydon,Theft and Handling,126
Croydon,Theft and Handling,170
Croydon,Theft and Handling,174
Croydon,Theft and Handling,147
Croydon,Theft and Handling,193
Croydon,Theft and Handling,165
Croydon,Theft and Handling,155
Croydon,Theft and Handling,156
Croydon,Theft and Handling,157
Croydon,Theft and Handling,139
Croydon,Theft and Handling,135
Croydon,Theft and Handling,148
Croydon,Violence Against the Person,168
Croydon,Violence Against the Person,191
Croydon,Violence Against the Person,148
Croydon,Violence Against the Person,174
Croydon,Violence Against the Person,217
Croydon,Violence Against the Person,253
Croydon,Violence Against the Person,230
Croydon,Violence Against the Person,260
Croydon,Violence Against the Person,216
Croydon,Violence Against the Person,183
Croydon,Violence Against the Person,208
Croydon,Violence Against the Person,190
Croydon,Violence Against the Person,225
Croydon,Violence Against the Person,253
Croydon,Violence Against the Person,242
Croydon,Violence Against the Person,233
Croydon,Violence Against the Person,234
Croydon,Violence Against the Person,223
Croydon,Violence Against the Person,253
Croydon,Violence Against the Person,235
Croydon,Violence Against the Person,265
Croydon,Violence Against the Person,243
Croydon,Violence Against the Person,256
Croydon,Violence Against the Person,251
Croydon,Violence Against the Person,257
Croydon,Violence Against the Person,238
Croydon,Violence Against the Person,261
Croydon,Violence Against the Person,261
Croydon,Violence Against the Person,256
Croydon,Violence Against the Person,245
Croydon,Violence Against the Person,265
Croydon,Violence Against the Person,279
Croydon,Violence Against the Person,290
Croydon,Violence Against the Person,337
Croydon,Violence Against the Person,308
Croydon,Violence Against the Person,302
Croydon,Violence Against the Person,289
Croydon,Violence Against the Person,277
Croydon,Violence Against the Person,262
Croydon,Violence Against the Person,0
Croydon,Violence Against the Person,1
Croydon,Violence Against the Person,0
Croydon,Violence Against the Person,2
Croydon,Violence Against the Person,0
Croydon,Violence Against the Person,1
Croydon,Violence Against the Person,0
Croydon,Violence Against the Person,0
Croydon,Violence Against the Person,1
Croydon,Violence Against the Person,0
Croydon,Violence Against the Person,2
Croydon,Violence Against the Person,2
Croydon,Violence Against the Person,0
Croydon,Violence Against the Person,18
Croydon,Violence Against the Person,12
Croydon,Violence Against the Person,12
Croydon,Violence Against the Person,12
Croydon,Violence Against the Person,17
Croydon,Violence Against the Person,19
Croydon,Violence Against the Person,28
Croydon,Violence Against the Person,28
Croydon,Violence Against the Person,19
Croydon,Violence Against the Person,19
Croydon,Violence Against the Person,34
Croydon,Violence Against the Person,22
Croydon,Violence Against the Person,13
Croydon,Violence Against the Person,36
Croydon,Violence Against the Person,42
Croydon,Violence Against the Person,28
Croydon,Violence Against the Person,31
Croydon,Violence Against the Person,31
Croydon,Violence Against the Person,44
Croydon,Violence Against the Person,51
Croydon,Violence Against the Person,40
Croydon,Violence Against the Person,38
Croydon,Violence Against the Person,48
Croydon,Violence Against the Person,37
Croydon,Violence Against the Person,46
Croydon,Violence Against the Person,30
Croydon,Violence Against the Person,93
Croydon,Violence Against the Person,79
Croydon,Violence Against the Person,69
Croydon,Violence Against the Person,85
Croydon,Violence Against the Person,74
Croydon,Violence Against the Person,105
Croydon,Violence Against the Person,78
Croydon,Violence Against the Person,91
Croydon,Violence Against the Person,89
Croydon,Violence Against the Person,82
Croydon,Violence Against the Person,82
Croydon,Violence Against the Person,78
Croydon,Violence Against the Person,97
Ealing,Burglary,60
Ealing,Burglary,41
Ealing,Burglary,49
Ealing,Burglary,74
Ealing,Burglary,76
Ealing,Burglary,72
Ealing,Burglary,91
Ealing,Burglary,90
Ealing,Burglary,59
Ealing,Burglary,72
Ealing,Burglary,73
Ealing,Burglary,65
Ealing,Burglary,85
Ealing,Burglary,175
Ealing,Burglary,196
Ealing,Burglary,121
Ealing,Burglary,120
Ealing,Burglary,123
Ealing,Burglary,130
Ealing,Burglary,136
Ealing,Burglary,104
Ealing,Burglary,103
Ealing,Burglary,147
Ealing,Burglary,149
Ealing,Burglary,144
Ealing,Burglary,164
Ealing,Criminal Damage,46
Ealing,Criminal Damage,33
Ealing,Criminal Damage,34
Ealing,Criminal Damage,45
Ealing,Criminal Damage,48
Ealing,Criminal Damage,51
Ealing,Criminal Damage,46
Ealing,Criminal Damage,65
Ealing,Criminal Damage,42
Ealing,Criminal Damage,58
Ealing,Criminal Damage,41
Ealing,Criminal Damage,39
Ealing,Criminal Damage,44
Ealing,Criminal Damage,104
Ealing,Criminal Damage,91
Ealing,Criminal Damage,80
Ealing,Criminal Damage,80
Ealing,Criminal Damage,84
Ealing,Criminal Damage,102
Ealing,Criminal Damage,91
Ealing,Criminal Damage,118
Ealing,Criminal Damage,107
Ealing,Criminal Damage,96
Ealing,Criminal Damage,70
Ealing,Criminal Damage,79
Ealing,Criminal Damage,86
Ealing,Criminal Damage,14
Ealing,Criminal Damage,24
Ealing,Criminal Damage,19
Ealing,Criminal Damage,25
Ealing,Criminal Damage,23
Ealing,Criminal Damage,13
Ealing,Criminal Damage,23
Ealing,Criminal Damage,30
Ealing,Criminal Damage,18
Ealing,Criminal Damage,25
Ealing,Criminal Damage,11
Ealing,Criminal Damage,25
Ealing,Criminal Damage,22
Ealing,Criminal Damage,10
Ealing,Criminal Damage,42
Ealing,Criminal Damage,10
Ealing,Criminal Damage,59
Ealing,Criminal Damage,6
Ealing,Criminal Damage,37
Ealing,Criminal Damage,6
Ealing,Criminal Damage,38
Ealing,Criminal Damage,19
Ealing,Criminal Damage,50
Ealing,Criminal Damage,12
Ealing,Criminal Damage,51
Ealing,Criminal Damage,7
Ealing,Criminal Damage,44
Ealing,Criminal Damage,7
Ealing,Criminal Damage,59
Ealing,Criminal Damage,9
Ealing,Criminal Damage,52
Ealing,Criminal Damage,7
Ealing,Criminal Damage,49
Ealing,Criminal Damage,12
Ealing,Criminal Damage,45
Ealing,Criminal Damage,6
Ealing,Criminal Damage,40
Ealing,Criminal Damage,4
Ealing,Criminal Damage,54
Ealing,Drugs,17
Ealing,Drugs,12
Ealing,Drugs,8
Ealing,Drugs,6
Ealing,Drugs,9
Ealing,Drugs,10
Ealing,Drugs,7
Ealing,Drugs,12
Ealing,Drugs,18
Ealing,Drugs,21
Ealing,Drugs,10
Ealing,Drugs,11
Ealing,Drugs,4
Ealing,Drugs,2
Ealing,Drugs,2
Ealing,Drugs,2
Ealing,Drugs,3
Ealing,Drugs,1
Ealing,Drugs,6
Ealing,Drugs,0
Ealing,Drugs,4
Ealing,Drugs,2
Ealing,Drugs,3
Ealing,Drugs,1
Ealing,Drugs,3
Ealing,Drugs,1
Ealing,Drugs,103
Ealing,Drugs,140
Ealing,Drugs,83
Ealing,Drugs,96
Ealing,Drugs,124
Ealing,Drugs,108
Ealing,Drugs,84
Ealing,Drugs,102
Ealing,Drugs,83
Ealing,Drugs,99
Ealing,Drugs,137
Ealing,Drugs,111
Ealing,Drugs,96
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,0
Ealing,Fraud and Forgery,3
Ealing,Fraud and Forgery,8
Ealing,Fraud and Forgery,6
Ealing,Fraud and Forgery,1
Ealing,Fraud and Forgery,4
Ealing,Fraud and Forgery,4
Ealing,Fraud and Forgery,2
Ealing,Fraud and Forgery,6
Ealing,Fraud and Forgery,5
Ealing,Fraud and Forgery,3
Ealing,Fraud and Forgery,5
Ealing,Fraud and Forgery,6
Ealing,Fraud and Forgery,7
Ealing,Other Notifiable,3
Ealing,Other Notifiable,0
Ealing,Other Notifiable,2
Ealing,Other Notifiable,3
Ealing,Other Notifiable,4
Ealing,Other Notifiable,2
Ealing,Other Notifiable,2
Ealing,Other Notifiable,5
Ealing,Other Notifiable,2
Ealing,Other Notifiable,1
Ealing,Other Notifiable,1
Ealing,Other Notifiable,3
Ealing,Other Notifiable,3
Ealing,Other Notifiable,46
Ealing,Other Notifiable,53
Ealing,Other Notifiable,35
Ealing,Other Notifiable,48
Ealing,Other Notifiable,44
Ealing,Other Notifiable,52
Ealing,Other Notifiable,48
Ealing,Other Notifiable,55
Ealing,Other Notifiable,66
Ealing,Other Notifiable,36
Ealing,Other Notifiable,60
Ealing,Other Notifiable,56
Ealing,Other Notifiable,51
Ealing,Robbery,9
Ealing,Robbery,3
Ealing,Robbery,6
Ealing,Robbery,1
Ealing,Robbery,1
Ealing,Robbery,4
Ealing,Robbery,4
Ealing,Robbery,14
Ealing,Robbery,9
Ealing,Robbery,9
Ealing,Robbery,7
Ealing,Robbery,3
Ealing,Robbery,4
Ealing,Robbery,52
Ealing,Robbery,53
Ealing,Robbery,45
Ealing,Robbery,45
Ealing,Robbery,41
Ealing,Robbery,66
Ealing,Robbery,60
Ealing,Robbery,54
Ealing,Robbery,41
Ealing,Robbery,50
Ealing,Robbery,56
Ealing,Robbery,50
Ealing,Robbery,52
Ealing,Sexual Offences,41
Ealing,Sexual Offences,30
Ealing,Sexual Offences,21
Ealing,Sexual Offences,29
Ealing,Sexual Offences,23
Ealing,Sexual Offences,37
